latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
60.11,106.504,348.5,1,1,2021-08-31,0535,A,95,6.1NRT,301.4,52.8,D
60.077,106.254,312.2,1,1,2021-08-31,0535,A,56,6.1NRT,296.9,7.3,D
60.067,106.182,307.3,1,1,2021-08-31,0535,A,45,6.1NRT,295.4,4.5,D
60.122,106.518,357.9,1,1,2021-08-31,0535,A,99,6.1NRT,298.2,75.6,D
60.119,106.5,361.8,1,1,2021-08-31,0535,A,100,6.1NRT,302.2,86.3,D
60.13,106.513,332.9,1,1,2021-08-31,0535,A,87,6.1NRT,296.9,28.2,D
60.128,106.495,319.1,1,1,2021-08-31,0535,A,54,6.1NRT,296.3,11.5,D
60.139,106.522,329,1,1,2021-08-31,0535,A,85,6.1NRT,295,25.4,D
60.137,106.504,334.7,1,1,2021-08-31,0535,A,89,6.1NRT,298.3,33.2,D
60.105,106.119,324.7,1,1,2021-08-31,0535,A,82,6.1NRT,296.1,18.6,D
60.102,106.101,359.2,1,1,2021-08-31,0535,A,99,6.1NRT,300.5,82.1,D
60.111,106.096,320.6,1,1,2021-08-31,0535,A,79,6.1NRT,295.4,14.6,D
60.183,106.146,319.2,1,1,2021-08-31,0535,A,77,6.1NRT,296.4,12.3,D
60.229,106.274,313.5,1,1,2021-08-31,0535,A,71,6.1NRT,295.5,9,D
60.24,106.288,326.3,1,1,2021-08-31,0535,A,83,6.1NRT,295.4,21.5,D
60.238,106.27,338.1,1,1,2021-08-31,0535,A,90,6.1NRT,297.3,37.8,D
60.221,106.144,311.8,1,1,2021-08-31,0535,A,62,6.1NRT,296,6.1,D
60.219,106.126,316.5,1,1,2021-08-31,0535,A,75,6.1NRT,298,10.1,D
60.896,112.146,307.2,1.4,1.2,2021-08-31,0535,A,57,6.1NRT,288.5,10.6,D
60.907,112.141,306.4,1.4,1.2,2021-08-31,0535,A,48,6.1NRT,289.1,9.8,D
60.62,109.105,314.4,1.2,1.1,2021-08-31,0535,A,73,6.1NRT,294.7,12.6,D
60.669,109.078,318.2,1.2,1.1,2021-08-31,0535,A,72,6.1NRT,293.2,15.6,D
60.667,109.057,351.7,1.2,1.1,2021-08-31,0535,A,97,6.1NRT,296.9,77.5,D
60.664,109.036,315.9,1.2,1.1,2021-08-31,0535,A,58,6.1NRT,294.4,12.3,D
60.571,107.421,323.5,1.1,1,2021-08-31,0535,A,78,6.1NRT,298.7,18.5,D
60.552,107.269,324.1,1.1,1,2021-08-31,0535,A,76,6.1NRT,294,18.5,D
60.589,107.412,339.6,1.1,1,2021-08-31,0535,A,91,6.1NRT,297.5,40.9,D
60.587,107.393,324.6,1.1,1,2021-08-31,0535,A,71,6.1NRT,296.9,18.1,D
60.584,107.374,332.5,1.1,1,2021-08-31,0535,A,87,6.1NRT,297.2,28.7,D
60.598,107.201,306.9,1.1,1,2021-08-31,0535,A,23,6.1NRT,291.2,4.9,D
60.687,107.458,330.6,1.1,1,2021-08-31,0535,A,86,6.1NRT,297.3,27,D
60.719,107.483,330.9,1.1,1,2021-08-31,0535,A,86,6.1NRT,295.3,27.7,D
60.725,107.473,336.8,1.1,1,2021-08-31,0535,A,90,6.1NRT,295.9,39.1,D
60.722,107.453,320.3,1.1,1,2021-08-31,0535,A,79,6.1NRT,296.3,16.2,D
60.719,107.191,303.9,1.1,1,2021-08-31,0535,A,14,6.1NRT,291.5,3,D
60.771,107.225,316.4,1.1,1,2021-08-31,0535,A,11,6.1NRT,295.1,10.7,D
61.348,112.807,345.3,1.5,1.2,2021-08-31,0535,A,94,6.1NRT,291,97.3,D
61.346,112.778,317.7,1.5,1.2,2021-08-31,0535,A,78,6.1NRT,288.7,27.6,D
61.338,112.806,307.2,1.5,1.2,2021-08-31,0535,A,61,6.1NRT,290.3,12.6,D
60.788,107.231,312.8,1.1,1,2021-08-31,0535,A,65,6.1NRT,294.7,9.7,D
60.785,107.212,322.6,1.1,1,2021-08-31,0535,A,81,6.1NRT,294.3,19.2,D
61.349,112.802,343.5,1.5,1.2,2021-08-31,0535,A,93,6.1NRT,291.2,91.1,D
61.346,112.773,302.7,1.5,1.2,2021-08-31,0535,A,14,6.1NRT,288,7.5,D
60.73,106.619,309.6,1,1,2021-08-31,0535,A,38,6.1NRT,288.5,6.7,D
60.765,106.74,311.2,1,1,2021-08-31,0535,A,69,6.1NRT,295.1,8.5,D
60.745,106.512,352.9,1,1,2021-08-31,0535,A,97,6.1NRT,296.6,67.8,D
60.743,106.494,342.3,1,1,2021-08-31,0535,A,92,6.1NRT,296.9,45.7,D
60.729,106.383,324.2,1,1,2021-08-31,0535,A,82,6.1NRT,298.3,19.5,D
60.726,106.364,319.1,1,1,2021-08-31,0535,A,78,6.1NRT,297.2,14.1,D
60.814,106.754,315.3,1,1,2021-08-31,0535,A,70,6.1NRT,297.4,9.9,D
60.78,106.348,319.4,1,1,2021-08-31,0535,A,49,6.1NRT,293.1,12.5,D
60.789,106.343,355.6,1,1,2021-08-31,0535,A,98,6.1NRT,297.1,71.6,D
60.786,106.324,335.6,1,1,2021-08-31,0535,A,87,6.1NRT,296.5,32.1,D
60.798,106.338,345.6,1,1,2021-08-31,0535,A,94,6.1NRT,293.3,50.1,D
60.795,106.319,334.6,1,1,2021-08-31,0535,A,89,6.1NRT,293.9,31.2,D
61.058,103.503,311.6,1,1,2021-08-31,0535,A,69,6.1NRT,295,8.4,D
62.136,106.975,306.7,1.1,1,2021-08-31,0535,A,42,6.1NRT,292.8,5.9,D
62.147,106.94,311,1.1,1,2021-08-31,0535,A,71,6.1NRT,293.4,10.4,D
66.036,118.416,324.5,2.7,1.6,2021-08-31,0540,A,72,6.1NRT,282.6,96.8,D
66.026,118.409,311.7,2.7,1.6,2021-08-31,0540,A,44,6.1NRT,284.8,44.4,D
51.845,53.803,319.7,1.5,1.2,2021-08-31,0705,T,59,6.1NRT,304.2,11.5,D
51.843,53.826,321.6,1.5,1.2,2021-08-31,0705,T,64,6.1NRT,306.1,15.1,D
51.587,55.482,323.7,1.3,1.1,2021-08-31,0705,T,70,6.1NRT,305.1,14.1,D
51.592,52.099,321.9,1.8,1.3,2021-08-31,0705,T,51,6.1NRT,305,15.8,D
51.604,48.967,317.1,2.6,1.6,2021-08-31,0705,T,46,6.1NRT,304.6,19.3,D
51.54,49.031,320,2.6,1.5,2021-08-31,0705,T,58,6.1NRT,306.4,26.9,D
50.354,57.136,320.4,1.1,1,2021-08-31,0705,T,53,6.1NRT,305.9,8.5,D
50.345,57.134,321.9,1.1,1,2021-08-31,0705,T,60,6.1NRT,304.1,10.8,D
48.326,57.437,340.3,1,1,2021-08-31,0705,T,86,6.1NRT,311.5,31.9,D
48.236,57.348,324.2,1,1,2021-08-31,0705,T,59,6.1NRT,311.2,7.9,D
46.089,53.327,322.3,1.4,1.2,2021-08-31,0705,T,43,6.1NRT,311.5,10.3,D
41.06,47.722,318.8,2.4,1.5,2021-08-31,0705,T,27,6.1NRT,301.6,37,D
41.065,47.717,317.3,2.4,1.5,2021-08-31,0705,T,27,6.1NRT,300.9,32.4,D
41.052,47.711,317.8,2.4,1.5,2021-08-31,0705,T,24,6.1NRT,301.2,31.5,D
37.14,50.193,321.2,1.5,1.2,2021-08-31,0705,T,50,6.1NRT,300.2,15.2,D
36.751,53.056,325.9,1.1,1,2021-08-31,0705,T,61,6.1NRT,308.7,11.6,D
36.013,45.327,329.7,3,1.7,2021-08-31,0705,T,61,6.1NRT,315,40.2,D
36.013,45.321,330,3,1.7,2021-08-31,0705,T,62,6.1NRT,315,45.2,D
32.244,51.424,336.5,1.2,1.1,2021-08-31,0710,T,78,6.1NRT,318.5,20.5,D
32.243,51.436,338.1,1.2,1.1,2021-08-31,0710,T,80,6.1NRT,319,23.6,D
32.133,47.414,331.6,2,1.4,2021-08-31,0710,T,48,6.1NRT,315.2,20.5,D
32.13,47.406,330.6,2,1.4,2021-08-31,0710,T,49,6.1NRT,314.5,17.8,D
32.118,47.405,336,2,1.4,2021-08-31,0710,T,75,6.1NRT,315.6,37.2,D
31.242,48.979,336.8,1.5,1.2,2021-08-31,0710,T,76,6.1NRT,315.8,24.2,D
31.029,47.278,351.5,1.9,1.4,2021-08-31,0710,T,94,6.1NRT,315.7,108.5,D
31.027,47.299,338.3,1.9,1.4,2021-08-31,0710,T,80,6.1NRT,314.9,42.4,D
30.685,47.333,334.3,1.9,1.3,2021-08-31,0710,T,73,6.1NRT,315.2,28.3,D
30.612,47.324,339.8,1.9,1.3,2021-08-31,0710,T,82,6.1NRT,315,49.2,D
30.606,47.337,333.9,1.9,1.3,2021-08-31,0710,T,71,6.1NRT,315.8,26.4,D
30.572,47.313,334.7,1.9,1.3,2021-08-31,0710,T,72,6.1NRT,314.1,29.2,D
30.558,47.331,341,1.9,1.3,2021-08-31,0710,T,83,6.1NRT,315.5,53.9,D
30.531,47.602,338.7,1.8,1.3,2021-08-31,0710,T,79,6.1NRT,317,36.7,D
30.493,47.316,333.2,1.9,1.3,2021-08-31,0710,T,68,6.1NRT,315.5,23.9,D
29.942,49.693,314.3,1.3,1.1,2021-08-31,0710,T,61,6.1NRT,304,8.4,D
28.497,49.714,341.4,1.3,1.1,2021-08-31,0710,T,91,6.1NRT,304.3,55.2,D
28.495,49.727,315.1,1.3,1.1,2021-08-31,0710,T,63,6.1NRT,303.8,8.8,D
27.017,49.585,337.2,1.2,1.1,2021-08-31,0710,T,76,6.1NRT,320.5,17.2,D
25.672,52.41,321.5,1,1,2021-08-31,0710,T,74,6.1NRT,310.2,11.2,D
25.536,53.144,318.3,1,1,2021-08-31,0710,T,69,6.1NRT,304.7,6.9,D
25.534,53.154,323.9,1,1,2021-08-31,0710,T,77,6.1NRT,304.8,12.5,D
25.507,53.149,322,1,1,2021-08-31,0710,T,75,6.1NRT,304.9,10.2,D
24.128,52.753,332.7,1,1,2021-08-31,0710,T,42,6.1NRT,317.9,7.3,D
67.804,72.504,382.4,1,1,2021-08-31,0700,T,94,6.1NRT,284.3,162.8,D
67.801,72.526,364.7,1,1,2021-08-31,0700,T,94,6.1NRT,280.7,98.7,D
65.904,77.252,307.7,1.2,1.1,2021-08-31,0700,T,0,6.1NRT,282.1,13.4,D
52.701,63.382,326.3,1,1,2021-08-31,0700,T,72,6.1NRT,303.8,16.7,D
53.408,55.844,315.3,1.3,1.1,2021-08-31,0700,T,69,6.1NRT,298.2,9.4,D
52.883,48.994,317.7,2.7,1.6,2021-08-31,0700,T,62,6.1NRT,302.9,31.2,D
52.881,49.034,317.7,2.7,1.6,2021-08-31,0700,T,62,6.1NRT,301.4,31.4,D
16.546,42.056,313.1,3,1.6,2021-08-31,0715,T,52,6.1NRT,297.9,30,D
16.532,42.055,311.2,3,1.6,2021-08-31,0715,T,36,6.1NRT,297.3,23.5,D
46.764,83.573,319.6,1.1,1,2021-08-31,0710,A,53,6.1NRT,302.7,10.4,D
46.999,82.77,328,1.2,1.1,2021-08-31,0710,A,67,6.1NRT,311.2,14.6,D
14.139,79.978,318.9,3.6,1.8,2021-08-31,0840,A,52,6.1NRT,288.9,46.4,D
55.19,90.686,305.9,1.6,1.2,2021-08-31,0715,A,55,6.1NRT,294.2,9.7,D
55.235,91.115,332.7,1.7,1.3,2021-08-31,0715,A,88,6.1NRT,294.9,60.1,D
55.233,91.089,346.4,1.6,1.3,2021-08-31,0715,A,94,6.1NRT,293.5,107,D
55.245,91.086,313.6,1.6,1.3,2021-08-31,0715,A,61,6.1NRT,296.9,18.2,D
55.245,91.105,317,1.7,1.3,2021-08-31,0715,A,66,6.1NRT,295.2,22.9,D
55.243,91.079,316.9,1.6,1.3,2021-08-31,0715,A,51,6.1NRT,296.8,23,D
55.274,90.582,323.6,1.6,1.2,2021-08-31,0715,A,82,6.1NRT,293.4,36.5,D
55.272,90.558,323.2,1.6,1.2,2021-08-31,0715,A,82,6.1NRT,294.3,35.1,D
55.355,90.76,326.6,1.6,1.2,2021-08-31,0715,A,84,6.1NRT,290.4,47.1,D
55.05,86.347,302.2,1.1,1.1,2021-08-31,0715,A,38,6.1NRT,291.5,5.2,D
55.459,90.35,316.1,1.5,1.2,2021-08-31,0715,A,55,6.1NRT,293.3,22.1,D
55.459,90.344,315.7,1.5,1.2,2021-08-31,0715,A,18,6.1NRT,293,18.6,D
56.223,90.411,304.4,1.6,1.2,2021-08-31,0715,A,32,6.1NRT,291.3,11.2,D
65.9,77.239,312.7,1,1,2021-08-31,0720,A,69,6.1NRT,281.9,14.5,D
54.462,48.252,317.8,2.1,1.4,2021-08-31,0840,T,69,6.1NRT,300.4,26.1,D
54.455,48.281,314.2,2.1,1.4,2021-08-31,0840,T,61,6.1NRT,298.2,19.6,D
54.454,48.274,317.6,2.1,1.4,2021-08-31,0840,T,63,6.1NRT,298.6,25.7,D
54.122,48.259,320.3,2.1,1.4,2021-08-31,0840,T,73,6.1NRT,297.8,36.6,D
51.842,53.809,315.2,4.5,1.9,2021-08-31,0840,T,56,6.1NRT,299.4,38.2,D
55.434,36.608,305.3,1,1,2021-08-31,0840,T,59,6.1NRT,293.5,4.5,D
54.189,43.551,319.1,1.4,1.2,2021-08-31,0840,T,73,6.1NRT,306.1,10.3,D
52.884,49.021,323,2.5,1.5,2021-08-31,0840,T,75,6.1NRT,304.2,43.4,D
52.891,49.019,321.4,2.5,1.5,2021-08-31,0840,T,59,6.1NRT,303.8,33.5,D
54.022,40.784,337.3,1.1,1.1,2021-08-31,0840,T,88,6.1NRT,305.6,36.2,D
54.24,38.379,323.4,1,1,2021-08-31,0840,T,77,6.1NRT,305.1,11.4,D
54.238,38.394,326.1,1,1,2021-08-31,0840,T,80,6.1NRT,305.3,14.5,D
53.279,42.68,319.2,1.3,1.1,2021-08-31,0840,T,43,6.1NRT,305.5,9.5,D
54.134,37.545,313.3,1,1,2021-08-31,0840,T,64,6.1NRT,298.6,7.2,D
54.132,37.56,310.7,1,1,2021-08-31,0840,T,52,6.1NRT,298.7,5,D
54.039,37.561,313.9,1,1,2021-08-31,0840,T,65,6.1NRT,298.5,7.4,D
53.597,38.121,316.5,1,1,2021-08-31,0840,T,62,6.1NRT,305.1,7.4,D
53.512,38.063,315,1,1,2021-08-31,0840,T,52,6.1NRT,303,5.6,D
53.51,38.078,323.5,1,1,2021-08-31,0840,T,77,6.1NRT,302.7,14.2,D
52.977,40.665,334.4,1.2,1.1,2021-08-31,0840,T,85,6.1NRT,306.3,32.8,D
52.968,40.66,324.2,1.2,1.1,2021-08-31,0840,T,76,6.1NRT,306.8,16.9,D
51.204,46.337,352,2.2,1.4,2021-08-31,0840,T,96,6.1NRT,305.7,179.4,D
51.197,46.366,338.5,2.2,1.4,2021-08-31,0840,T,87,6.1NRT,305.4,99.7,D
51.192,46.33,386.7,2.2,1.4,2021-08-31,0840,T,100,6.1NRT,312.5,539.4,D
51.185,46.359,365.3,2.2,1.4,2021-08-31,0840,T,100,6.1NRT,310.2,288.1,D
51.206,46.331,334.4,2.2,1.4,2021-08-31,0840,T,84,6.1NRT,304.6,79.6,D
51.199,46.36,339.3,2.2,1.4,2021-08-31,0840,T,88,6.1NRT,305.3,104.4,D
51.194,46.324,374,2.2,1.4,2021-08-31,0840,T,100,6.1NRT,310.5,374.2,D
51.187,46.353,380.7,2.2,1.4,2021-08-31,0840,T,100,6.1NRT,312,458.5,D
51.182,46.316,338.7,2.2,1.4,2021-08-31,0840,T,87,6.1NRT,308,94.7,D
51.175,46.345,337.5,2.2,1.4,2021-08-31,0840,T,86,6.1NRT,309.8,90.4,D
51.163,46.338,319.4,2.2,1.4,2021-08-31,0840,T,62,6.1NRT,308.5,21,D
52.556,39.57,320.3,1.1,1,2021-08-31,0840,T,59,6.1NRT,305.1,12.5,D
52.536,39.628,334.4,1.1,1,2021-08-31,0840,T,85,6.1NRT,306.2,30.6,D
52.147,40.489,319.5,1.2,1.1,2021-08-31,0840,T,56,6.1NRT,308.5,10.3,D
52.282,38.079,315,1,1,2021-08-31,0840,T,61,6.1NRT,300,7.1,D
50.376,46.321,318.8,2.3,1.5,2021-08-31,0840,T,46,6.1NRT,307.7,20,D
51.733,39.371,315.7,1.1,1.1,2021-08-31,0840,T,55,6.1NRT,300.8,8.5,D
50.752,29.629,309.3,1.4,1.2,2021-08-31,0840,T,67,6.1NRT,290.9,13.1,D
50.75,29.649,307.3,1.4,1.2,2021-08-31,0840,T,63,6.1NRT,291.3,11.4,D
49.098,40.164,315.7,1.3,1.1,2021-08-31,0840,T,50,6.1NRT,299.7,8.9,D
48.467,39.677,317.9,1.3,1.1,2021-08-31,0840,T,65,6.1NRT,300.2,9.5,D
49.065,34.945,318.8,1,1,2021-08-31,0840,T,67,6.1NRT,297,10.5,D
48.291,36.51,322.3,1,1,2021-08-31,0840,T,75,6.1NRT,303,11.1,D
48.208,36.503,318.4,1,1,2021-08-31,0840,T,36,6.1NRT,301.8,6.9,D
47.928,35.991,329.5,1,1,2021-08-31,0840,T,81,6.1NRT,298.8,21.5,D
48.263,33.14,315.2,1,1,2021-08-31,0840,T,54,6.1NRT,302.9,5.5,D
47.876,35.191,319.3,1,1,2021-08-31,0840,T,61,6.1NRT,301.4,9.5,D
48.208,32.217,310.1,1.1,1,2021-08-31,0840,T,47,6.1NRT,299.8,5,D
48.125,32.501,320.4,1.1,1,2021-08-31,0840,T,58,6.1NRT,305.9,10.9,D
48.116,32.498,321.2,1.1,1,2021-08-31,0840,T,63,6.1NRT,302.4,11.8,D
47.871,33.447,332.9,1,1,2021-08-31,0840,T,80,6.1NRT,302.3,25.5,D
47.869,33.391,319.5,1,1,2021-08-31,0840,T,52,6.1NRT,302.7,10.4,D
47.549,35.562,316.2,1,1,2021-08-31,0840,T,40,6.1NRT,301.9,4.6,D
48.166,30.615,346.9,1.2,1.1,2021-08-31,0840,T,94,6.1NRT,299.3,66,D
48.164,30.631,327.5,1.2,1.1,2021-08-31,0840,T,83,6.1NRT,296.9,26.2,D
47.142,37.581,318.5,1.1,1.1,2021-08-31,0840,T,35,6.1NRT,299.6,7.8,D
47.137,37.588,315.8,1.1,1.1,2021-08-31,0840,T,39,6.1NRT,300.6,7.1,D
47.584,33.776,323.7,1,1,2021-08-31,0845,T,73,6.1NRT,301.2,13.1,D
46.086,41.616,326,1.8,1.3,2021-08-31,0845,T,76,6.1NRT,295.8,32,D
46.075,41.611,333.9,1.8,1.3,2021-08-31,0845,T,84,6.1NRT,297.4,55.3,D
46.07,41.633,325.3,1.8,1.3,2021-08-31,0845,T,75,6.1NRT,295.3,29.6,D
46.069,41.603,319,1.8,1.3,2021-08-31,0845,T,65,6.1NRT,297.9,14.2,D
46.064,41.625,317.9,1.8,1.3,2021-08-31,0845,T,51,6.1NRT,295.5,12.4,D
47.331,33.666,322.8,1,1,2021-08-31,0845,T,69,6.1NRT,306.9,7.7,D
47.383,33.23,321.4,1,1,2021-08-31,0845,T,67,6.1NRT,308.2,7.8,D
47.308,33.768,322.6,1,1,2021-08-31,0845,T,68,6.1NRT,307.4,8.2,D
47.534,31.931,368.3,1.1,1,2021-08-31,0845,T,100,6.1NRT,305.7,115,D
47.532,31.945,335.1,1.1,1,2021-08-31,0845,T,86,6.1NRT,302.2,31.8,D
47.528,31.924,344.8,1.1,1,2021-08-31,0845,T,92,6.1NRT,303.5,49.6,D
47.526,31.938,352.7,1.1,1,2021-08-31,0845,T,96,6.1NRT,303.6,67.7,D
47.686,30.166,320.3,1.2,1.1,2021-08-31,0845,T,74,6.1NRT,300.1,16,D
47.3,32.124,337.3,1.1,1,2021-08-31,0845,T,87,6.1NRT,305,33.2,D
47.298,32.138,320.6,1.1,1,2021-08-31,0845,T,66,6.1NRT,305.4,10.7,D
47.204,32.006,314.9,1.1,1,2021-08-31,0845,T,34,6.1NRT,303.8,6.4,D
47.496,29.167,313.3,1.3,1.1,2021-08-31,0845,T,53,6.1NRT,299.4,10.4,D
47.486,29.164,310.3,1.3,1.1,2021-08-31,0845,T,21,6.1NRT,296.2,7.1,D
47.084,32.223,317.9,1,1,2021-08-31,0845,T,55,6.1NRT,303.7,7.6,D
46.437,34.335,319.4,1,1,2021-08-31,0845,T,60,6.1NRT,305.9,7,D
46.366,34.676,321.4,1,1,2021-08-31,0845,T,68,6.1NRT,305.4,10,D
46.779,31.218,322.5,1.1,1,2021-08-31,0845,T,59,6.1NRT,306.7,9.2,D
46.843,29.98,318.6,1.2,1.1,2021-08-31,0845,T,10,6.1NRT,304.9,8.7,D
46.647,30.911,366.8,1.1,1.1,2021-08-31,0845,T,94,6.1NRT,304.1,114.5,D
46.643,30.904,324.6,1.1,1.1,2021-08-31,0845,T,53,6.1NRT,306.2,14.2,D
46.182,33.287,330,1,1,2021-08-31,0845,T,75,6.1NRT,307,19.5,D
45.971,29.02,319,1.3,1.1,2021-08-31,0845,T,71,6.1NRT,306,9.5,D
45.768,28.914,323.8,1.3,1.1,2021-08-31,0845,T,63,6.1NRT,307.3,13.8,D
37.764,42.401,323.8,3.4,1.7,2021-08-31,0845,T,48,6.1NRT,308.4,53.3,D
35.683,43.87,336.3,4.8,2,2021-08-31,0845,T,79,6.1NRT,317,150.7,D
35.685,43.863,332.4,4.8,2,2021-08-31,0845,T,72,6.1NRT,317.1,99.1,D
36.801,35.024,319.8,1.3,1.1,2021-08-31,0845,T,46,6.1NRT,303,10.4,D
31.368,30.333,325.1,1,1,2021-08-31,0845,T,40,6.1NRT,309.6,9.7,D
31.124,29.814,332.3,1,1,2021-08-31,0845,T,0,6.1NRT,310.8,17.8,D
26.531,31.833,327,1.3,1.1,2021-08-31,0850,T,42,6.1NRT,310.6,15.5,D
67.818,72.484,322.1,2.9,1.6,2021-08-31,0835,T,71,6.1NRT,276.9,104.4,D
67.799,72.533,360.4,2.9,1.6,2021-08-31,0835,T,0,6.1NRT,279.6,425.4,D
40.451,63.463,368.6,1,1,2021-08-31,0850,A,100,6.1NRT,319,92.4,D
48.965,73.256,326.2,3.1,1.7,2021-08-31,0850,A,78,6.1NRT,301,84.7,D
48.963,73.214,328.1,3,1.7,2021-08-31,0850,A,80,6.1NRT,301.7,96.6,D
48.324,57.443,327.4,1.2,1.1,2021-08-31,0850,A,65,6.1NRT,313.2,12.1,D
48.321,57.428,338.9,1.2,1.1,2021-08-31,0850,A,84,6.1NRT,314,32.4,D
50.345,57.132,320.4,1.1,1,2021-08-31,0850,A,16,6.1NRT,306,7.8,D
27.615,67.701,335.9,1,1,2021-08-31,0845,A,64,6.1NRT,307.8,13.9,D
27.613,67.691,334.5,1,1,2021-08-31,0845,A,53,6.1NRT,309.2,11.9,D
27.612,67.681,333.5,1,1,2021-08-31,0845,A,46,6.1NRT,309.2,9.8,D
29.955,72.574,319.2,1.7,1.3,2021-08-31,0845,A,60,6.1NRT,297.7,12.9,D
25.523,53.152,312.5,3.5,1.8,2021-08-31,1025,A,54,6.1NRT,300.2,35.2,D
28.37,49.634,320.4,2.1,1.4,2021-08-31,1025,A,73,6.1NRT,303.7,35.2,D
28.368,49.612,318.5,2.1,1.4,2021-08-31,1025,A,70,6.1NRT,303.7,29.8,D
27.479,41.807,337.7,1,1,2021-08-31,1025,A,76,6.1NRT,325.1,10,D
28.495,49.723,316.3,2.2,1.4,2021-08-31,1025,A,66,6.1NRT,303.7,24.4,D
28.493,49.701,320.8,2.2,1.4,2021-08-31,1025,A,73,6.1NRT,303.9,37.3,D
30.563,47.317,338.5,1.6,1.2,2021-08-31,1025,A,77,6.1NRT,315.1,23.3,D
30.564,47.31,337.2,1.6,1.2,2021-08-31,1025,A,56,6.1NRT,315.4,19.5,D
30.61,47.321,341.1,1.6,1.2,2021-08-31,1025,A,81,6.1NRT,318.9,33.3,D
31.028,47.289,345.1,1.6,1.3,2021-08-31,1025,A,87,6.1NRT,320.5,40.8,D
31.026,47.272,347.4,1.6,1.2,2021-08-31,1025,A,89,6.1NRT,321.1,50.5,D
31.027,47.284,349.1,1.6,1.3,2021-08-31,1025,A,91,6.1NRT,320.9,56.1,D
31.236,48.984,339.1,2.1,1.4,2021-08-31,1025,A,79,6.1NRT,318.6,34.9,D
31.271,48.119,337.5,1.8,1.3,2021-08-31,1025,A,75,6.1NRT,316.5,25.7,D
33.006,48.816,330.4,2.2,1.4,2021-08-31,1025,A,30,6.1NRT,316.6,26.9,D
35.577,46.028,336.8,1.6,1.2,2021-08-31,1025,A,74,6.1NRT,318.7,33.7,D
35.575,46.012,352.5,1.6,1.2,2021-08-31,1025,A,94,6.1NRT,320.5,88.6,D
35.663,46.219,331.3,1.6,1.2,2021-08-31,1025,A,37,6.1NRT,317.9,16.1,D
35.674,46.218,336.1,1.6,1.2,2021-08-31,1025,A,72,6.1NRT,318.3,31.8,D
35.658,43.964,346.1,1.2,1.1,2021-08-31,1025,A,88,6.1NRT,328.2,28.2,D
35.68,43.873,359.9,1.2,1.1,2021-08-31,1025,A,99,6.1NRT,328.9,68.1,D
35.719,44.041,347.1,1.2,1.1,2021-08-31,1025,A,89,6.1NRT,328.5,29.1,D
36.93,43.716,342.2,1.2,1.1,2021-08-31,1025,A,81,6.1NRT,316.9,30.2,D
36.928,43.702,337,1.2,1.1,2021-08-31,1025,A,54,6.1NRT,318.5,17.9,D
36.932,43.708,338.4,1.2,1.1,2021-08-31,1025,A,59,6.1NRT,317.6,22,D
37.031,44.526,334.3,1.3,1.1,2021-08-31,1025,A,68,6.1NRT,321.4,20.7,D
36.94,43.61,333.6,1.2,1.1,2021-08-31,1025,A,42,6.1NRT,315.3,18.4,D
36.938,43.502,338.4,1.2,1.1,2021-08-31,1025,A,77,6.1NRT,318.1,26.3,D
36.948,43.5,338.4,1.2,1.1,2021-08-31,1025,A,77,6.1NRT,315.4,27.1,D
37.172,43.863,331.9,1.2,1.1,2021-08-31,1025,A,52,6.1NRT,319.3,11.7,D
37.175,43.542,335.8,1.2,1.1,2021-08-31,1025,A,59,6.1NRT,316,24.5,D
37.261,44.128,332.2,1.3,1.1,2021-08-31,1025,A,54,6.1NRT,320,18.4,D
37.26,44.114,334.7,1.3,1.1,2021-08-31,1025,A,69,6.1NRT,319.2,22.8,D
37.257,43.384,330.1,1.2,1.1,2021-08-31,1025,A,30,6.1NRT,314.6,10.5,D
37.256,43.371,333.9,1.2,1.1,2021-08-31,1025,A,66,6.1NRT,314.4,17.1,D
37.254,43.357,335.4,1.2,1.1,2021-08-31,1025,A,69,6.1NRT,315,19.4,D
37.666,42.614,336.5,1.1,1.1,2021-08-31,1025,A,78,6.1NRT,318.2,18.8,D
37.677,42.624,333.1,1.1,1.1,2021-08-31,1025,A,47,6.1NRT,315.5,13.5,D
37.773,42.419,327.9,1.1,1,2021-08-31,1025,A,33,6.1NRT,313.1,9.1,D
36.711,35.369,321.5,1.4,1.2,2021-08-31,1025,A,59,6.1NRT,302.4,12,D
36.863,35.245,326.4,1.5,1.2,2021-08-31,1025,A,71,6.1NRT,303,22.4,D
36.932,35.374,327.6,1.4,1.2,2021-08-31,1025,A,72,6.1NRT,302.6,26.1,D
37.08,35.897,326.1,1.3,1.1,2021-08-31,1025,A,54,6.1NRT,303.8,19,D
37.094,35.8,326.2,1.3,1.1,2021-08-31,1025,A,52,6.1NRT,304.8,15.8,D
37.091,35.786,330.3,1.3,1.2,2021-08-31,1025,A,75,6.1NRT,305.6,22,D
37.184,36.125,328.6,1.3,1.1,2021-08-31,1025,A,71,6.1NRT,307.2,15.2,D
37.204,36.069,325.5,1.3,1.1,2021-08-31,1025,A,61,6.1NRT,306.4,10.4,D
37.268,36.02,328.3,1.3,1.1,2021-08-31,1025,A,71,6.1NRT,308.2,16.2,D
37.252,35.873,329.6,1.3,1.1,2021-08-31,1025,A,60,6.1NRT,307.4,18.5,D
37.253,35.881,328.9,1.3,1.1,2021-08-31,1025,A,46,6.1NRT,307.3,16.4,D
